word	source	synset	first appearance	1650-1700	1701-1750	1751-1800	1801-1850	1851-1900	1901-1925	smell-source	quality
dry_grass_noun	StartingList									CATEGORY|nature_flowers|plant|tree|soil	
flowershop_noun	StartingList									CATEGORY|nature_flowers|plant|tree|soil	
medicinal_noun	StartingList									CATEGORY|nature_flowers|plant|tree|soil	
moist_noun	StartingList									CATEGORY|nature_flowers|plant|tree|soil	
old_wood_noun	StartingList									CATEGORY|nature_flowers|plant|tree|soil	
powdery_noun	StartingList									CATEGORY|nature_flowers|plant|tree|soil	
sycamore_noun	StartingList									CATEGORY|nature_flowers|plant|tree|soil	
tulip_noun	StartingList									CATEGORY|nature_flowers|plant|tree|soil	
wet_leaf_noun	StartingList									CATEGORY|nature_flowers|plant|tree|soil	
woodlands_noun	StartingList									CATEGORY|nature_flowers|plant|tree|soil	
appetizing_adj	StartingList										CATEGORY|Fragrant|fruity|floral
flavored_adj	StartingList										CATEGORY|Fragrant|fruity|floral
flavorful_adj	StartingList										CATEGORY|Fragrant|fruity|floral
mouth-watering_adj	StartingList										CATEGORY|Fragrant|fruity|floral
yummy_adj	StartingList										CATEGORY|Fragrant|fruity|floral
camphoraceous_adj	StartingList										CATEGORY|woody/earthy/mouldy
centuries-old_adj	StartingList										CATEGORY|woody/earthy/mouldy
herbal_adj	StartingList										CATEGORY|woody/earthy/mouldy
underseasoned_adj	StartingList										CATEGORY|woody/earthy/mouldy
minty_adj	StartingList										CATEGORY|fresh,cool
caramelized_adj	StartingList										CATEGORY|sweet|spicy
semisweet_adj	StartingList										CATEGORY|sweet|spicy
peppery_adj	StartingList										CATEGORY|sweet|spicy
spiciness_adj	StartingList										CATEGORY|sweet|spicy
sweetness_adj	StartingList										CATEGORY|sweet|spicy
sweet-smelling_adj	StartingList										CATEGORY|sweet|spicy
syrupy_adj	StartingList										CATEGORY|sweet|spicy
tangy_adj	StartingList										CATEGORY|sweet|spicy
treacly_adj	StartingList										CATEGORY|sweet|spicy
zesty_adj	StartingList										CATEGORY|sweet|spicy
cheesy_adj	StartingList										CATEGORY|smoky|toasted|burnt|fatty
fatty_adj	StartingList										CATEGORY|smoky|toasted|burnt|fatty
smokey_adj	StartingList										CATEGORY|smoky|toasted|burnt|fatty
garlicky_adj	StartingList										CATEGORY|decayed
acerbic_adj	StartingList										CATEGORY|pungent
acidic_adj	StartingList										CATEGORY|pungent
bittersweet_adj	StartingList										CATEGORY|pungent
fecal_adj	StartingList										CATEGORY|pungent
whiffy_adj	StartingList										CATEGORY|pungent
