word	synset	first appearance	1650-1700	1701-1750	1751-1800	1801-1850	1851-1900	1901-1925	smell-source	quality
Gesinnung_noun	cooc		1508	no	no	no	yes	yes	yes		
Gestalt_noun	cooc		1508	no	no	yes	yes	yes	yes		
Gestirn_noun	cooc		1659	no	no	no	yes	yes	yes		
Getast_noun	cooc		1800	no	no	no	yes	yes	yes		
Getrennte_noun	cooc		1659	no	no	yes	yes	yes	yes		
Gewalt_noun	cooc		1508	no	no	no	yes	no	yes		
Gewandtheit_noun	cooc		1508	no	no	no	yes	yes	yes		
Gewisse_noun	cooc		1756	no	no	no	yes	yes	yes		
Gewissheit_noun	cooc		1508	no	no	no	yes	no	no		
Gewitterwind_noun	cooc		1810	no	no	no	no	no	yes	CATEGORY|animal|people	
Glanz_noun	cooc		1528	no	no	no	yes	yes	yes	CATEGORY|cleaning|medicinal	
Glaube_noun	cooc		1528	no	no	yes	yes	yes	yes		
Glaubwuerdigkeit_noun	cooc		1508	no	no	yes	yes	yes	yes		
Glied_noun	cooc		1508	no	no	no	yes	yes	yes		
Glueckseligkeit_noun	cooc		1528	no	no	yes	yes	yes	yes		
Gor_noun	cooc		1689	no	no	no	no	no	yes		
Gott_noun	cooc		1508	no	no	yes	yes	yes	yes		
Gottheit_noun	cooc		1628	no	no	no	no	yes	yes		
Grad_noun	cooc		1508	no	no	no	yes	yes	yes		
Grammatik_noun	cooc		1729	no	no	no	yes	yes	yes		
Gras_noun	cooc		1508	no	no	yes	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil	
Grausamkeit_noun	cooc		1528	no	no	no	no	yes	yes		
Grenze_noun	cooc		1508	no	no	no	yes	no	no		
Grossbritanniens_noun	cooc		1528	no	no	no	no	no	yes		
Grund_noun	cooc		1508	no	no	yes	yes	yes	yes		
Grundlage_noun	cooc		1508	no	no	no	yes	yes	yes		
Grundsatz_noun	cooc		1508	no	no	yes	yes	yes	yes		
Guete_noun	cooc		1508	no	no	yes	yes	yes	yes		
Gutachten_noun	cooc		1508	no	no	yes	yes	yes	yes		
Gute_noun	cooc		1508	no	no	no	yes	no	yes		
Guten_noun	cooc		1508	no	no	yes	yes	yes	yes		
Gutsvorstehers_noun	cooc		1864	no	no	no	no	yes	no		
H_noun	cooc		1508	no	no	no	no	no	yes		
Haar_noun	cooc		1508	no	no	no	yes	yes	yes	CATEGORY|cleaning|medicinal	
Haerte_noun	cooc		1508	no	no	no	yes	yes	yes		
Hals_noun	cooc		1545	no	no	no	yes	yes	yes	CATEGORY|animal|people	
Hand_noun	cooc		1508	no	no	yes	yes	yes	yes		
Handeln_noun	cooc		1508	no	no	no	yes	yes	yes		
Harmonie_noun	cooc		1528	no	no	no	yes	yes	yes		
Hauch_noun	cooc		1659	no	no	no	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil	
Haus_noun	cooc		1508	no	no	yes	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil	
Haut_noun	cooc		1508	no	no	yes	yes	yes	yes	CATEGORY|cleaning|medicinal	
Heiden_noun	cooc		1508	no	no	yes	yes	yes	yes		
Heiligkeit_noun	cooc		1628	no	no	yes	yes	yes	yes		
Heimat_noun	cooc		1645	no	no	no	no	yes	yes		
Heiterkeit_noun	cooc		1528	no	no	no	yes	yes	yes		
Henning_noun	cooc		1720	no	no	no	no	no	yes		
Herr_noun	cooc		1508	no	no	yes	yes	yes	yes		
Herrlichkeit_noun	cooc		1628	no	no	yes	yes	yes	yes		
Herumtappen_noun	cooc		1775	no	no	yes	yes	yes	yes		
Herzen_noun	cooc		1508	no	no	no	yes	yes	yes		
Heu_noun	cooc		1508	no	no	yes	yes	yes	yes	CATEGORY|nature_flowers|plant|tree|soil	
Himmel_noun	cooc		1508	no	no	no	no	yes	yes	CATEGORY|nature_flowers|plant|tree|soil	
Himmelskoerper_noun	cooc		1659	no	no	no	no	yes	yes	CATEGORY|animal|people	
