word	source	synset	first appearance	1650-1700	1701-1750	1751-1800	1801-1850	1851-1900	1901-1925	smell-source	quality
aigreur_noun	seed		1553	yes	yes	yes	yes	yes	yes
aromatique_adj	seed	['fragrant.a.01', 'aromatic.s.02']	1553	yes	yes	yes	yes	yes	yes
arome_noun	seed	['aroma.n.02']	1611	no	no	yes	yes	yes	yes
arôme_noun	seed	['olfactory_property.n.01', 'aroma.n.02']	1654	no	no	yes	yes	yes	yes
balsamine_noun	seed	['balsam.n.03', 'balsam.n.02']	1553	no	no	yes	yes	yes	yes
baume_noun	seed	['balsam.n.03', 'balsam.n.02', 'balm.n.01']	1553	yes	yes	yes	yes	yes	yes
bouquet_noun	seed		1553	yes	yes	yes	yes	yes	yes
dégoûter_verb	seed		1603	yes	yes	yes	yes	yes	yes
effluve_noun	seed		1611	no	no	yes	yes	yes	yes
embaumer_verb	seed		1553	yes	yes	yes	yes	yes	yes
empester_verb	seed	['reek.v.02']	1595	yes	yes	yes	yes	yes	yes
exhalaison_noun	seed		1587	yes	yes	yes	yes	yes	yes
exhalter_verb	seed		1616	no	no	yes	yes	yes	yes
flair_noun	seed		1616	no	no	no	yes	yes	yes
flairer_verb	seed	['smell.v.02', 'smell.v.03', 'smell.v.01']	1612	no	yes	yes	yes	yes	yes
flatulence_noun	seed	['flatulence.n.01']	1710	no	no	no	yes	yes	no
fumet_noun	seed		1553	no	no	no	yes	yes	yes
fétide_adj	seed	['fetid.s.01']	1547	yes	yes	yes	yes	yes	yes
fétidité_noun	seed		1744	no	no	yes	yes	yes	yes
gaz_noun	seed	['fart.n.01', 'flatulence.n.01']	1603	yes	yes	yes	yes	yes	yes
gazier_noun	seed	['flatulence.n.01']	1623	no	no	no	yes	yes	yes
humer_verb	seed		1587	no	no	yes	yes	yes	yes
infect_adj	seed	['disgusting.s.01']	1599	no	yes	yes	yes	yes	yes
inodore_adj	seed		1688	no	no	yes	yes	yes	yes
musc_noun	seed		1603	yes	yes	yes	yes	yes	yes
méphitique_adj	seed		1603	no	no	yes	yes	yes	yes
narine_noun	seed	['nostril.n.01']	1553	yes	yes	yes	yes	yes	yes
nasal_adj	seed		1670	no	yes	yes	yes	yes	yes
naseau_noun	seed	['nostril.n.01']	1676	no	no	yes	yes	yes	yes
nauséabond_adj	seed		1634	no	no	yes	yes	yes	yes
nez_noun	seed	['nose.n.06', 'nose.n.01']	1553	yes	yes	yes	yes	yes	yes
odeur_noun	seed	['smell.n.05', 'perfume.n.02', 'olfactory_property.n.01', 'smell.n.04', 'smell.n.01', 'scent.n.02', 'aroma.n.02']	1553	yes	yes	yes	yes	yes	yes
odeur_verb	seed	['smell.v.02', 'smell.v.03']	1603	yes	yes	yes	yes	yes	yes
odorant_adj	seed	['odoriferous.s.03', 'odoriferous.s.02', 'odorous.a.01']	1553	yes	yes	yes	yes	yes	yes
odorat_noun	seed	['smell.n.05', 'smell.n.04', 'smell.n.01', 'nose.n.06']	1558	yes	yes	yes	yes	yes	yes
odoriférant_adj	seed		1553	no	yes	yes	yes	yes	yes
olfactif_adj	seed	['olfactory.a.01']	1688	yes	yes	yes	yes	yes	yes
olfaction_noun	seed	['smell.n.04']	1773	no	no	yes	yes	yes	yes
parfum_noun	seed	['perfume.n.02', 'smell.n.01', 'aroma.n.02']	1553	yes	yes	yes	yes	yes	yes
parfumer_verb	seed		1547	yes	yes	yes	yes	yes	yes
parfumé_adj	seed		1632	no	yes	yes	yes	yes	yes
percevoir_verb	seed		1547	yes	yes	yes	yes	yes	yes
pestilence_noun	seed		1572	yes	yes	yes	yes	yes	yes
pestilentiel_adj	seed		1579	yes	yes	yes	yes	yes	yes
pet_noun	seed	['fart.n.01']	1587	no	no	yes	yes	yes	yes
piquant_adj	seed		1553	yes	yes	yes	yes	yes	yes
prononce_noun	seed	['aroma.n.02']	1575	yes	yes	yes	yes	yes	yes
puant_adj	seed	['fetid.s.01']	1553	no	yes	yes	yes	yes	yes
puanteur_noun	seed	['malodor.n.01']	1575	yes	yes	yes	yes	yes	yes
puer_verb	seed	['reek.v.02']	1587	no	no	yes	yes	yes	yes
relent_noun	seed		1618	no	no	no	yes	yes	yes
renifler_verb	seed	['sniff.v.02', 'sniff.v.01']	1666	no	no	no	no	yes	yes
senteur_noun	seed		1553	yes	yes	yes	yes	yes	yes
sentir_verb	seed	['smell.v.02', 'smell.v.03', 'smell.v.01', 'scent.v.02']	1547	yes	yes	yes	yes	yes	yes
vent_noun	seed	['fart.n.01']	1547	yes	yes	yes	yes	yes	yes
émanation_noun	seed		1623	yes	yes	yes	yes	yes	yes
000_noun	cooc		1599	no	no	no	no	no	yes
0_adj	cooc		1553	no	no	no	yes	yes	yes
0_noun	cooc		1583	no	no	yes	yes	yes	yes
100_adj	cooc		1599	no	no	no	yes	yes	yes
10_adj	cooc		1553	no	no	no	no	yes	yes
11_adj	cooc		1547	no	no	no	yes	yes	yes
124_noun	cooc		1553	no	no	no	no	yes	yes
12_adj	cooc		1553	no	no	no	yes	yes	yes
13_adj	cooc		1553	no	no	yes	yes	no	no
1486_noun	cooc		1691	no	no	no	yes	yes	yes
14_adj	cooc		1547	no	no	yes	no	no	no
14_noun	cooc		1553	no	no	no	no	yes	yes
1574_noun	cooc		1574	no	yes	no	no	yes	yes
15_adj	cooc		1553	no	no	no	yes	no	no
1606_noun	cooc		1649	no	no	no	no	yes	yes
1666_noun	cooc		1650	no	no	no	yes	yes	yes
1667_noun	cooc		1637	no	yes	no	yes	yes	yes
1669_noun	cooc		1666	no	no	no	yes	yes	yes
1683_noun	cooc		1676	no	no	no	yes	yes	yes
1686_noun	cooc		1658	no	no	no	yes	yes	yes
1688_noun	cooc		1599	no	yes	no	yes	yes	yes
1693_noun	cooc		1553	no	no	no	yes	yes	yes
1694_noun	cooc		1621	no	no	no	yes	yes	no
1695_noun	cooc		1676	no	no	no	yes	yes	yes
16_adj	cooc		1547	no	no	yes	yes	no	no
1738_noun	cooc		1658	no	no	no	yes	yes	yes
1752_noun	cooc		1658	no	no	yes	yes	yes	yes
1789_noun	cooc		1603	no	no	no	yes	no	no
17_noun	cooc		1553	no	no	yes	no	yes	no
1822_noun	cooc		1634	no	no	no	yes	yes	yes
1881_noun	cooc		1699	no	no	no	no	no	yes
1882_noun	cooc		1634	no	no	no	no	yes	yes
1883_noun	cooc		1611	no	no	no	no	yes	yes
1884_noun	cooc		1579	no	no	no	no	yes	yes
1886_noun	cooc		1741	no	no	no	no	yes	yes
1887_noun	cooc		1553	no	no	no	yes	yes	yes
1888_noun	cooc		1688	no	no	no	no	yes	yes
1889_noun	cooc		1650	no	no	no	no	yes	yes
1890_noun	cooc		1623	no	no	no	no	yes	yes
1891_noun	cooc		1650	no	no	no	no	yes	yes
1892_noun	cooc		1623	no	no	no	no	yes	yes
1893_noun	cooc		1693	no	no	no	no	yes	yes
1894_noun	cooc		1634	no	no	no	no	yes	yes
1895_noun	cooc		1553	no	no	no	no	yes	yes
1896_noun	cooc		1713	no	no	no	no	yes	yes
1897_noun	cooc		1553	no	no	no	no	yes	yes
1898_noun	cooc		1623	no	no	no	no	yes	yes
1899_noun	cooc		1611	no	no	no	no	no	yes
18_adj	cooc		1553	no	no	yes	no	no	no
1900_noun	cooc		1611	no	no	no	no	yes	yes
1901_noun	cooc		1553	no	no	no	no	yes	yes
1902_noun	cooc		1634	no	no	no	no	no	yes
1903_noun	cooc		1693	no	no	no	no	no	yes
1904_noun	cooc		1634	no	no	no	no	no	yes
1905_noun	cooc		1623	no	no	no	no	no	yes
1906_noun	cooc		1623	no	no	no	no	no	yes
1907_noun	cooc		1650	no	no	no	no	no	yes
1908_noun	cooc		1553	no	no	no	no	no	yes
1909_noun	cooc		1716	no	no	no	no	yes	yes
1910_noun	cooc		1623	no	no	no	no	no	yes
1911_noun	cooc		1675	no	no	no	no	no	yes
1912_noun	cooc		1650	no	no	no	no	no	yes
1913_noun	cooc		1741	no	no	no	no	no	yes
1914_noun	cooc		1693	no	no	no	no	no	yes
1915_noun	cooc		1746	no	no	no	no	no	yes
1916_noun	cooc		1737	no	no	no	no	no	yes
1917_noun	cooc		1715	no	no	no	no	no	yes
1918_noun	cooc		1725	no	no	no	no	no	yes
1919_noun	cooc		1623	no	no	no	no	no	yes
