word	source	synset	first appearance	1650-1700	1701-1750	1751-1800	1801-1850	1851-1900	1901-1925	smell-source	quality
caliber	cooc		1600	-	-	-	no	yes	no
cam	cooc		1600	-	-	-	no	no	yes
camasseo	cooc		1877	-	-	-	no	yes	no
cambrésy	cooc		1870	-	-	-	no	yes	no
came	cooc		1600	-	-	-	no	no	yes
candidaatnotari	cooc		1890	-	-	-	no	no	yes
canon	cooc		1600	-	-	-	no	yes	no
cantonthee	cooc		1908	-	-	-	no	no	yes
canule	cooc		1700	-	-	-	no	yes	no
caoba	cooc		1700	-	-	-	no	yes	yes
caoutchouc	cooc		1820	-	-	-	no	no	yes
capillair	cooc		1700	-	-	-	no	yes	yes
capitaine	cooc		1600	-	-	-	yes	no	no
capitana	cooc		1600	-	-	-	no	no	yes
capsule	cooc		1700	-	-	-	no	yes	yes
capucijner	cooc		1600	-	-	-	no	yes	no
cara	cooc		1600	-	-	-	no	no	yes
caravelli	cooc		1700	-	-	-	no	no	yes
carbid	cooc		1600	-	-	-	no	no	yes
carbol	cooc		1600	-	-	-	no	no	yes
carl	cooc		1600	-	-	-	no	yes	no
carm	cooc		1600	-	-	-	no	yes	no
carme	cooc		1600	-	-	-	no	yes	no
carpreau	cooc		1820	-	-	-	no	yes	no
carr	cooc		1600	-	-	-	no	no	yes
carton	cooc		1600	-	-	-	no	no	yes
caspar	cooc		1600	-	-	-	no	yes	no
casque	cooc		1600	-	-	-	no	yes	no
castorolie	cooc		1830	-	-	-	no	yes	yes
catalogus	cooc		1600	-	-	-	no	yes	no
catarrh	cooc		1848	-	-	-	no	no	yes
catarrhen	cooc		1857	-	-	-	no	yes	no
catarrhozone	cooc		1916	-	-	-	no	no	yes
catestraat	cooc		1890	-	-	-	no	no	yes
cath	cooc		1600	-	-	-	no	no	yes
catharina	cooc		1600	-	-	-	yes	yes	no
cats	cooc		1600	-	-	-	no	yes	no
catsap	cooc		1885	-	-	-	no	yes	no
cattiya	cooc		1912	-	-	-	no	no	yes
cave	cooc		1600	-	-	-	no	yes	no
cazadore	cooc		1820	-	-	-	no	no	yes
cc	cooc		1600	-	-	-	no	no	yes
ce	cooc		1600	-	-	-	no	yes	no
ceinture	cooc		1600	-	-	-	no	yes	no
cel	cooc		1600	-	-	-	no	no	yes
celebrated	cooc		1700	-	-	-	yes	no	no
celluloid	cooc		1872	-	-	-	no	no	yes
celsius	cooc		1700	-	-	-	no	yes	no
cene	cooc		1600	-	-	-	yes	yes	no
cent	cooc		1600	-	-	-	no	yes	yes
centiare	cooc		1700	-	-	-	no	yes	no
centraal	cooc		1700	-	-	-	no	yes	no
central	cooc		1600	-	-	-	no	yes	no
cents	cooc		1600	-	-	-	no	yes	yes
cervelaat	cooc		1860	-	-	-	no	no	yes
cervelaatworst	cooc		1858	-	-	-	no	yes	no
cervelat	cooc		1830	-	-	-	no	yes	no
ces	cooc		1600	-	-	-	no	yes	no
ch	cooc		1600	-	-	-	no	no	yes
chaleur	cooc		1600	-	-	-	no	no	yes
champacca	cooc		1880	-	-	-	no	yes	no
champaccah	cooc		1880	-	-	-	no	yes	no
champooing	cooc		1868	-	-	-	no	yes	no
chapeaux	cooc		1600	-	-	-	no	yes	yes
charivari	cooc		1810	-	-	-	no	yes	no
charm	cooc		1600	-	-	-	no	no	yes
chat	cooc		1600	-	-	-	no	no	yes
chateau	cooc		1600	-	-	-	no	yes	no
chaussette	cooc		1880	-	-	-	no	no	yes
chaussure	cooc		1810	-	-	-	no	yes	no
chef	cooc		1600	-	-	-	no	yes	no
chelli	cooc		1800	-	-	-	no	yes	no
chem	cooc		1600	-	-	-	yes	no	no
chemical	cooc		1810	-	-	-	no	no	yes
chemicaliën	cooc		1700	-	-	-	no	no	yes
chemisch	cooc		1700	-	-	-	no	yes	yes
chemischt	cooc		1875	-	-	-	no	no	yes
chemise	cooc		1700	-	-	-	no	yes	no
cherry	cooc		1700	-	-	-	no	yes	no
chevrolettruck	cooc		1925	-	-	-	no	no	yes
chez	cooc		1600	-	-	-	yes	yes	no
chic	cooc		1600	-	-	-	no	no	yes
chico	cooc		1700	-	-	-	no	no	yes
chico3	cooc		1907	-	-	-	no	no	yes
china	cooc		1600	-	-	-	no	yes	no
chine	cooc		1600	-	-	-	no	yes	no
chineesch	cooc		1700	-	-	-	no	no	yes
chloroform	cooc		1847	-	-	-	no	no	yes
chocolade	cooc		1600	-	-	-	no	yes	yes
chocolat	cooc		1600	-	-	-	no	no	yes
chocolate	cooc		1600	-	-	-	no	yes	no
choix	cooc		1600	-	-	-	no	yes	no
cholera	cooc		1700	-	-	-	no	yes	no
chrispyn	cooc		1700	-	-	-	no	no	yes
christelijk	cooc		1700	-	-	-	yes	no	yes
christendom	cooc		1700	-	-	-	no	yes	no
christiaan	cooc		1700	-	-	-	no	no	yes
christina	cooc		1700	-	-	-	no	no	yes
christus	cooc		1700	-	-	-	no	no	yes
chronisch	cooc		1820	-	-	-	no	yes	yes
chutney	cooc		1852	-	-	-	no	yes	no
chypre	cooc		1600	-	-	-	no	yes	yes
cichorei	cooc		1700	-	-	-	no	no	yes
cie	cooc		1600	-	-	-	no	yes	no
cigaar	cooc		1800	-	-	-	no	no	yes
cigare	cooc		1810	-	-	-	no	no	yes
cigaret	cooc		1861	-	-	-	no	yes	yes
cigareten	cooc		1884	-	-	-	no	yes	no
cigarett	cooc		1874	-	-	-	no	yes	no
cigarette	cooc		1844	-	-	-	no	no	yes
ciiicos	cooc		1902	-	-	-	no	no	yes
circa	cooc		1600	-	-	-	no	yes	yes
circulaire	cooc		1600	-	-	-	no	no	yes
cirkel	cooc		1600	-	-	-	no	no	yes
cis	cooc		1600	-	-	-	no	no	yes
citroen	cooc		1600	-	-	-	no	yes	yes
cl	cooc		1600	-	-	-	no	yes	no
clae	cooc		1600	-	-	-	no	yes	no
claire	cooc		1600	-	-	-	no	yes	no
claro	cooc		1700	-	-	-	no	no	yes
clertan	cooc		1872	-	-	-	no	yes	no
clgarett	cooc		1900	-	-	-	no	yes	no
cling	cooc		1700	-	-	-	no	yes	no
clinisch	cooc		1810	-	-	-	no	yes	no
clove	cooc		1700	-	-	-	no	yes	no
club	cooc		1600	-	-	-	no	yes	no
clysma	cooc		1830	-	-	-	no	no	yes
clysteer	cooc		1883	-	-	-	no	yes	no
cm	cooc		1600	-	-	-	no	no	yes
co	cooc		1600	-	-	-	yes	yes	yes
cobbler	cooc		1879	-	-	-	no	no	yes
coco	cooc		1600	-	-	-	no	yes	no
cocoszeep	cooc		1843	-	-	-	no	yes	no
coenraad	cooc		1700	-	-	-	no	yes	yes
coeos	cooc		1820	-	-	-	no	yes	no
coeur	cooc		1600	-	-	-	no	no	yes
coevord	cooc		1810	-	-	-	no	yes	no
coffee	cooc		1600	-	-	-	no	yes	no
coffret	cooc		1700	-	-	-	no	yes	no
cognac	cooc		1700	-	-	-	no	yes	yes
coiffeur	cooc		1700	-	-	-	no	yes	yes
coiffure	cooc		1600	-	-	-	no	yes	no
cokes	cooc		1700	-	-	-	no	no	yes
col	cooc		1600	-	-	-	no	yes	no
coldcream	cooc		1830	-	-	-	no	yes	no
colgate	cooc		1876	-	-	-	no	no	yes
colibri	cooc		1810	-	-	-	no	no	yes
colibrib	cooc		1907	-	-	-	no	no	yes
collectie	cooc		1600	-	-	-	no	yes	yes
collega	cooc		1600	-	-	-	no	no	yes
colli	cooc		1600	-	-	-	no	no	yes
collier	cooc		1600	-	-	-	no	yes	no
cologne	cooc		1600	-	-	-	no	yes	yes
coltsfoot	cooc		1830	-	-	-	yes	no	no
combinaison	cooc		1810	-	-	-	no	no	yes
combination	cooc		1810	-	-	-	no	no	yes
combineeren	cooc		1700	-	-	-	no	no	yes
combineren	cooc		1600	-	-	-	no	yes	no
commandeur	cooc		1600	-	-	-	no	no	yes
commerce	cooc		1600	-	-	-	no	yes	no
commies	cooc		1600	-	-	-	yes	no	no
commissaris	cooc		1600	-	-	-	no	yes	yes
commissie	cooc		1600	-	-	-	no	yes	no
commissionair	cooc		1700	-	-	-	no	no	yes
communistisch	cooc		1843	-	-	-	no	no	yes
comp	cooc		1600	-	-	-	yes	no	no
compagnie	cooc		1600	-	-	-	no	yes	no
company	cooc		1700	-	-	-	no	no	yes
compleet	cooc		1600	-	-	-	no	no	yes
complet	cooc		1600	-	-	-	no	yes	no
complexion	cooc		1700	-	-	-	no	yes	no
compote	cooc		1600	-	-	-	no	no	yes
compressor	cooc		1843	-	-	-	no	no	yes
comptant	cooc		1600	-	-	-	no	yes	no
con	cooc		1600	-	-	-	no	yes	no
concentratie	cooc		1800	-	-	-	no	yes	no
concentreren	cooc		1700	-	-	-	no	yes	no
concha	cooc		1700	-	-	-	no	no	yes
concluderen	cooc		1600	-	-	-	yes	no	no
concurrent	cooc		1600	-	-	-	no	yes	no
conditie	cooc		1600	-	-	-	no	yes	no
conferentie	cooc		1600	-	-	-	yes	no	no
confituren	cooc		1600	-	-	-	no	no	yes
confortabel	cooc		1844	-	-	-	no	yes	yes
congo	cooc		1600	-	-	-	no	yes	yes
congothee	cooc		1700	-	-	-	no	no	yes
conserveren	cooc		1700	-	-	-	no	no	yes
consistentie	cooc		1810	-	-	-	no	no	yes
consommation	cooc		1700	-	-	-	no	yes	no
constateer	cooc		1830	-	-	-	no	no	yes
constitutie	cooc		1700	-	-	-	no	yes	no
constitutioneel	cooc		1700	-	-	-	no	yes	no
constructie	cooc		1800	-	-	-	no	yes	yes
constructiewerkplaats	cooc		1871	-	-	-	no	no	yes
consulgeneraal	cooc		1810	-	-	-	no	yes	no
consulteer	cooc		1870	-	-	-	no	yes	yes
contact	cooc		1600	-	-	-	no	yes	no
contant	cooc		1600	-	-	-	no	yes	yes
continental	cooc		1700	-	-	-	no	no	yes
contre	cooc		1600	-	-	-	yes	no	no
contribueren	cooc		1600	-	-	-	yes	no	no
controle	cooc		1700	-	-	-	no	no	yes
conversatie	cooc		1700	-	-	-	no	no	yes
conversatiezaal	cooc		1830	-	-	-	no	yes	no
copahu	cooc		1800	-	-	-	yes	yes	no
coqueta	cooc		1865	-	-	-	no	no	yes
cor	cooc		1600	-	-	-	no	no	yes
corat	cooc		1600	-	-	-	no	yes	no
cord	cooc		1600	-	-	-	no	no	yes
cordial	cooc		1700	-	-	-	no	no	yes
corneli	cooc		1600	-	-	-	yes	no	no
cornelia	cooc		1600	-	-	-	no	yes	no
corps	cooc		1600	-	-	-	yes	no	no
correct	cooc		1600	-	-	-	no	no	yes
correspondent	cooc		1600	-	-	-	no	no	yes
correspondentie	cooc		1600	-	-	-	no	no	yes
corsage	cooc	['eng-30-02879087-n']	1810	-	-	-	no	yes	no
cort	cooc		1600	-	-	-	no	no	yes
cosmetique	cooc		1830	-	-	-	no	yes	no
costume	cooc		1700	-	-	-	no	no	yes
cotty	cooc		1700	-	-	-	no	no	yes
coup	cooc		1600	-	-	-	no	yes	yes
coupletzanger	cooc		1861	-	-	-	no	no	yes
courant	cooc		1600	-	-	-	no	yes	yes
cr	cooc		1600	-	-	-	no	no	yes
cravate	cooc		1700	-	-	-	no	yes	yes
cravateset	cooc		1885	-	-	-	no	yes	no
cravatte	cooc		1700	-	-	-	no	yes	no
crediteur	cooc		1600	-	-	-	yes	no	no
cremer	cooc		1600	-	-	-	no	no	yes
creoline	cooc		1854	-	-	-	no	no	yes
cristall	cooc		1830	-	-	-	no	no	yes
cristy	cooc		1800	-	-	-	no	yes	no
cruz	cooc		1600	-	-	-	no	no	yes
crème	cooc		1600	-	-	-	no	yes	yes
création	cooc		1600	-	-	-	no	yes	yes
cs	cooc		1600	-	-	-	no	no	yes
cts	cooc		1600	-	-	-	no	no	yes
cuba	cooc		1600	-	-	-	no	yes	yes
cubablad	cooc		1898	-	-	-	no	yes	no
cubanas	cooc		1897	-	-	-	no	no	yes
cubeba	cooc		1830	-	-	-	no	yes	no
curacao	cooc		1600	-	-	-	no	yes	no
current	cooc		1700	-	-	-	no	no	yes
curry	cooc		1700	-	-	-	no	no	yes
cydonia	cooc		1820	-	-	-	no	yes	no
cylinder	cooc		1700	-	-	-	no	no	yes
da	cooc		1600	-	-	-	no	yes	yes
daad	cooc		1600	-	-	-	no	no	yes
daar	cooc		1600	-	-	-	yes	yes	yes
daaraan	cooc		1700	-	-	-	no	yes	no
daarbij	cooc		1700	-	-	-	yes	yes	yes
daarboven	cooc		1700	-	-	-	no	no	yes
daarbuiten	cooc		1700	-	-	-	no	no	yes
daarby	cooc		1600	-	-	-	no	no	yes
daardoor	cooc		1600	-	-	-	yes	yes	yes
daarenboven	cooc		1600	-	-	-	no	yes	yes
daarentegen	cooc		1700	-	-	-	no	no	yes
daarin	cooc		1600	-	-	-	yes	yes	yes
daarlaten	cooc		1700	-	-	-	no	no	yes
daarmede	cooc		1600	-	-	-	no	yes	yes
daarom	cooc		1600	-	-	-	no	yes	yes
daarop	cooc		1600	-	-	-	yes	no	no
daarover	cooc		1600	-	-	-	no	yes	no
daartoe	cooc		1600	-	-	-	yes	yes	no
daaruit	cooc		1700	-	-	-	no	yes	no
daarvan	cooc		1600	-	-	-	no	yes	yes
daauwworm	cooc		1700	-	-	-	no	yes	no
dadelijk	cooc		1600	-	-	-	yes	yes	yes
dader	cooc		1600	-	-	-	no	yes	no
dading	cooc		1700	-	-	-	no	no	yes
dag	cooc		1600	-	-	-	yes	yes	yes
dagblad	cooc		1700	-	-	-	no	no	yes
dagelijks	cooc		1600	-	-	-	yes	yes	yes
dagelijksch	cooc		1800	-	-	-	yes	yes	yes
dainty	cooc		1810	-	-	-	no	yes	no
dak	cooc		1600	-	-	-	no	yes	yes
dakpan	cooc		1700	-	-	-	no	no	yes
dakraam	cooc		1830	-	-	-	no	no	yes
dalen	cooc		1600	-	-	-	no	no	yes
dalfs	cooc		1850	-	-	-	yes	no	no
damande	cooc		1810	-	-	-	no	yes	no
damas	cooc		1600	-	-	-	no	no	yes
damast	cooc		1700	-	-	-	no	yes	no
dame	cooc		1600	-	-	-	no	yes	yes
damessalon	cooc		1859	-	-	-	no	yes	no
damestaschje	cooc		1876	-	-	-	no	no	yes
dameswereld	cooc		1846	-	-	-	no	no	yes
dameszeep	cooc		1881	-	-	-	no	yes	no
damp	cooc	['eng-30-05714894-n']	1600	-	-	-	yes	yes	yes
dampig	cooc		1700	-	-	-	yes	no	no
dampkring	cooc		1700	-	-	-	no	yes	yes
dampvrij	cooc		1890	-	-	-	no	no	yes
dan	cooc		1600	-	-	-	yes	yes	yes
dandy	cooc		1600	-	-	-	no	no	yes
danig	cooc		1600	-	-	-	no	yes	no
dank	cooc		1600	-	-	-	no	yes	yes
dankbaar	cooc		1700	-	-	-	yes	yes	no
dankbaarheid	cooc		1700	-	-	-	yes	yes	yes
danken	cooc		1600	-	-	-	no	yes	no
dans	cooc		1600	-	-	-	yes	yes	no
dansen	cooc		1700	-	-	-	no	no	yes
dansvloer	cooc		1850	-	-	-	no	no	yes
dapper	cooc		1600	-	-	-	no	yes	no
darat	cooc		1700	-	-	-	no	yes	no
daren	cooc		1600	-	-	-	no	no	yes
dargent	cooc		1600	-	-	-	no	yes	no
darmkanaal	cooc		1820	-	-	-	no	yes	no
das	cooc		1600	-	-	-	no	yes	yes
dat	cooc		1600	-	-	-	yes	yes	yes
datgene	cooc		1600	-	-	-	no	yes	no
dauw	cooc		1600	-	-	-	no	no	yes
dauwworm	cooc		1700	-	-	-	no	yes	no
db	cooc		1600	-	-	-	no	yes	yes
dc	cooc		1600	-	-	-	yes	yes	no
dcli	cooc		1600	-	-	-	no	yes	yes
de	cooc		1600	-	-	-	yes	yes	yes
dea	cooc		1600	-	-	-	no	no	yes
deb	cooc		1600	-	-	-	no	yes	no
decologne	cooc		1600	-	-	-	no	no	yes
dee	cooc		1600	-	-	-	no	no	yes
deel	cooc		1600	-	-	-	no	yes	yes
deelen	cooc		1600	-	-	-	yes	yes	yes
deelneming	cooc		1700	-	-	-	yes	yes	no
deemter	cooc		1879	-	-	-	no	no	yes
deensch	cooc		1700	-	-	-	yes	no	no
deernis	cooc		1600	-	-	-	yes	no	no
degelijk	cooc		1700	-	-	-	no	no	yes
degene	cooc		1600	-	-	-	no	yes	yes
degradatie	cooc		1600	-	-	-	no	no	yes
dek	cooc		1600	-	-	-	no	yes	yes
dekblad	cooc		1700	-	-	-	no	yes	yes
deken	cooc		1600	-	-	-	no	yes	yes
dekgeld	cooc		1700	-	-	-	no	no	yes
dekken	cooc		1600	-	-	-	no	yes	yes
dekking	cooc		1600	-	-	-	no	no	yes
deksel	cooc		1700	-	-	-	no	yes	yes
del	cooc		1600	-	-	-	no	yes	no
delen	cooc		1600	-	-	-	yes	yes	yes
delftsch	cooc		1700	-	-	-	no	no	yes
delfzijl	cooc		1600	-	-	-	no	no	yes
delicaat	cooc		1700	-	-	-	no	yes	yes
delicat	cooc		1700	-	-	-	no	yes	no
delicia	cooc		1700	-	-	-	no	no	yes
delicieus	cooc		1700	-	-	-	no	yes	no
delidek	cooc		1899	-	-	-	no	yes	no
dellandstraat	cooc		1893	-	-	-	no	no	yes
delven	cooc		1600	-	-	-	no	yes	yes
demonstratie	cooc		1700	-	-	-	no	yes	no
den	cooc		1600	-	-	-	yes	yes	yes
denemark	cooc		1700	-	-	-	no	no	yes
denheer	cooc		1600	-	-	-	yes	no	no
denkbeeld	cooc		1700	-	-	-	no	no	yes
denken	cooc		1600	-	-	-	no	no	yes
dennenaaldenbaden	cooc		1882	-	-	-	no	yes	no
dennenb	cooc		1820	-	-	-	no	no	yes
dennennaaldenbad	cooc		1893	-	-	-	no	yes	no
dent	cooc		1600	-	-	-	no	yes	no
dentifric	cooc		1700	-	-	-	no	no	yes
dentifrice	cooc		1700	-	-	-	yes	yes	no
dentorine	cooc		1868	-	-	-	no	yes	no
dents	cooc		1600	-	-	-	yes	no	no
denzelfden	cooc		1700	-	-	-	no	yes	yes
denzelv	cooc		1700	-	-	-	yes	no	no
deor	cooc		1600	-	-	-	no	yes	no
departement	cooc		1700	-	-	-	no	yes	yes
depilatoire	cooc		1905	-	-	-	no	no	yes
depot	cooc		1600	-	-	-	yes	yes	no
depóthouder	cooc		1820	-	-	-	no	yes	no
depöthouder	cooc		1830	-	-	-	no	yes	no
derde	cooc		1600	-	-	-	yes	no	yes
dereen	cooc		1600	-	-	-	no	yes	no
derfirestone	cooc		1919	-	-	-	no	no	yes
dergelijk	cooc		1700	-	-	-	no	yes	no
derhalve	cooc		1600	-	-	-	no	no	yes
derij	cooc		1600	-	-	-	no	yes	no
dermate	cooc		1700	-	-	-	no	no	yes
derne	cooc		1600	-	-	-	no	no	yes
dernière	cooc		1600	-	-	-	no	yes	yes
derwaarts	cooc		1600	-	-	-	yes	no	no
derzelve	cooc		1700	-	-	-	yes	no	no
derzelver	cooc		1700	-	-	-	yes	yes	yes
des	cooc		1600	-	-	-	no	yes	yes
desniettemin	cooc		1600	-	-	-	no	yes	no
desodorata	cooc		1917	-	-	-	no	no	yes
despagne	cooc		1700	-	-	-	no	yes	yes
despana	cooc		1820	-	-	-	no	yes	no
dessert	cooc		1700	-	-	-	no	no	yes
dessu	cooc		1700	-	-	-	no	yes	no
deswege	cooc		1600	-	-	-	no	yes	no
deswegens	cooc		1700	-	-	-	yes	no	no
deszelfs	cooc		1600	-	-	-	yes	yes	no
detail	cooc		1700	-	-	-	no	yes	no
deugd	cooc		1700	-	-	-	yes	no	no
deugdelijk	cooc		1700	-	-	-	no	no	yes
deur	cooc		1600	-	-	-	no	yes	yes
deurwaarder	cooc		1600	-	-	-	yes	yes	yes
deux	cooc		1600	-	-	-	no	yes	no
deventer	cooc		1600	-	-	-	yes	no	yes
dever	cooc		1600	-	-	-	no	yes	no
dewelke	cooc		1600	-	-	-	no	yes	no
dewijl	cooc		1600	-	-	-	yes	yes	no
deze	cooc		1600	-	-	-	yes	yes	yes
dezee	cooc		1600	-	-	-	no	yes	no
dezelfde	cooc		1700	-	-	-	yes	yes	yes
dezelve	cooc		1600	-	-	-	yes	yes	no
di	cooc		1600	-	-	-	no	yes	no
diana	cooc		1600	-	-	-	yes	no	no
diavoletta	cooc		1889	-	-	-	no	yes	no
dicht	cooc		1600	-	-	-	no	yes	yes
die	cooc		1600	-	-	-	yes	yes	yes
dieet	cooc		1600	-	-	-	no	no	yes
dien	cooc		1600	-	-	-	yes	yes	yes
dienen	cooc		1600	-	-	-	yes	yes	yes
dienst	cooc		1600	-	-	-	yes	yes	no
dienstig	cooc		1700	-	-	-	no	yes	no
diep	cooc		1600	-	-	-	yes	yes	yes
diepen	cooc		1600	-	-	-	no	no	yes
diepte	cooc		1600	-	-	-	no	yes	yes
dier	cooc		1600	-	-	-	yes	yes	yes
dierbaar	cooc		1700	-	-	-	no	yes	no
dies	cooc		1600	-	-	-	no	yes	no
dig	cooc		1600	-	-	-	no	no	yes
digestief	cooc		1858	-	-	-	no	yes	no
digestieva	cooc		1898	-	-	-	no	yes	no
diggelen	cooc		1700	-	-	-	yes	no	yes
digte	cooc		1700	-	-	-	no	yes	no
dijk	cooc		1600	-	-	-	no	no	yes
dijkema	cooc		1820	-	-	-	no	no	yes
dijksterhui	cooc		1864	-	-	-	no	no	yes
dik	cooc		1600	-	-	-	yes	yes	yes
dikken	cooc		1600	-	-	-	yes	yes	yes
dikwijls	cooc		1600	-	-	-	no	yes	yes
dille	cooc		1600	-	-	-	no	yes	no
ding	cooc		1600	-	-	-	no	no	yes
dinner	cooc		1700	-	-	-	no	no	yes
dinsdag	cooc		1600	-	-	-	no	yes	yes
direct	cooc		1600	-	-	-	no	no	yes
directeur	cooc		1600	-	-	-	yes	yes	yes
directie	cooc		1600	-	-	-	yes	no	yes
directly	cooc		1810	-	-	-	no	yes	no
dirk	cooc		1600	-	-	-	no	yes	yes
diseases	cooc		1810	-	-	-	no	yes	no
distilleren	cooc		1700	-	-	-	yes	no	no
distingu	cooc		1700	-	-	-	no	yes	no
district	cooc		1700	-	-	-	no	no	yes
dit	cooc		1600	-	-	-	yes	yes	yes
dito	cooc		1600	-	-	-	yes	yes	yes
div	cooc		1600	-	-	-	no	no	yes
divers	cooc		1600	-	-	-	yes	yes	yes
divinia	cooc		1904	-	-	-	no	no	yes
divlnfa	cooc		1908	-	-	-	no	no	yes
dixhoorn	cooc		1820	-	-	-	no	yes	no
diëetkur	cooc		1914	-	-	-	no	no	yes
djoernatan	cooc		1873	-	-	-	no	yes	no
djokdja	cooc		1862	-	-	-	no	yes	no
dlri	cooc		1700	-	-	-	no	yes	no
do	cooc		1600	-	-	-	no	yes	no
dobbelman	cooc		1851	-	-	-	no	yes	no
dobbelmann	cooc		1851	-	-	-	no	no	yes
doch	cooc		1600	-	-	-	yes	yes	yes
dodeur	cooc		1600	-	-	-	no	yes	no
doek	cooc		1600	-	-	-	no	yes	yes
doel	cooc		1600	-	-	-	no	yes	yes
doeleinde	cooc		1700	-	-	-	no	yes	no
doelmatig	cooc		1700	-	-	-	yes	yes	yes
doeltreffend	cooc		1700	-	-	-	no	no	yes
doen	cooc		1600	-	-	-	yes	yes	yes
doenlijk	cooc		1600	-	-	-	no	yes	no
does	cooc		1600	-	-	-	yes	no	no
doetje	cooc		1600	-	-	-	no	no	yes
doezum	cooc		1700	-	-	-	no	no	yes
dof	cooc		1600	-	-	-	no	yes	yes
doigt	cooc		1600	-	-	-	yes	no	no
doje	cooc		1600	-	-	-	no	no	yes
dokkum	cooc		1600	-	-	-	no	yes	no
dokter	cooc		1700	-	-	-	no	no	yes
dol	cooc		1600	-	-	-	no	no	yes
domein	cooc		1700	-	-	-	yes	no	no
doncker	cooc		1600	-	-	-	no	yes	no
donderdag	cooc		1600	-	-	-	no	no	yes
donderslag	cooc		1700	-	-	-	no	yes	no
donderwolk	cooc		1700	-	-	-	no	yes	no
donker	cooc		1600	-	-	-	yes	yes	yes
donkerblauw	cooc		1700	-	-	-	no	yes	no
donna	cooc		1600	-	-	-	no	yes	no
donne	cooc		1600	-	-	-	no	yes	no
dons	cooc		1600	-	-	-	no	no	yes
donze	cooc		1700	-	-	-	no	yes	no
donzig	cooc		1600	-	-	-	no	no	yes
doo	cooc		1600	-	-	-	no	yes	no
dood	cooc		1600	-	-	-	no	no	yes
doode	cooc		1600	-	-	-	no	no	yes
doods	cooc		1600	-	-	-	no	no	yes
doofheid	cooc		1700	-	-	-	no	yes	yes
doofkolen	cooc		1820	-	-	-	no	yes	no
dooien	cooc		1600	-	-	-	no	yes	no
dool	cooc		1600	-	-	-	no	no	yes
door	cooc		1600	-	-	-	yes	yes	yes
doorbrengen	cooc		1600	-	-	-	no	yes	yes
doordat	cooc		1600	-	-	-	no	no	yes
doordien	cooc		1600	-	-	-	no	no	yes
doordringen	cooc		1600	-	-	-	yes	yes	no
doordringenden	cooc		1700	-	-	-	no	no	yes
doorgaans	cooc		1600	-	-	-	no	yes	no
doorlaten	cooc		1600	-	-	-	yes	yes	yes
doorlekken	cooc		1810	-	-	-	no	yes	no
doorn	cooc		1600	-	-	-	no	yes	no
doorregen	cooc		1700	-	-	-	no	yes	no
doorschijnen	cooc		1820	-	-	-	no	yes	yes
doorstralen	cooc		1800	-	-	-	no	yes	no
doortintelen	cooc		1844	-	-	-	no	no	yes
doortrekken	cooc		1600	-	-	-	no	yes	no
doorzweet	cooc		1855	-	-	-	no	yes	no
doos	cooc		1600	-	-	-	no	yes	yes
doot	cooc		1600	-	-	-	no	no	yes
dooz	cooc		1600	-	-	-	no	no	yes
doperwt	cooc		1856	-	-	-	no	yes	yes
dopheide	cooc		1700	-	-	-	no	yes	no
dopper	cooc		1600	-	-	-	no	no	yes
dor	cooc		1600	-	-	-	no	yes	no
doranger	cooc		1885	-	-	-	no	no	yes
dordrecht	cooc		1600	-	-	-	yes	yes	no
dorp	cooc		1600	-	-	-	no	yes	yes
dorsay	cooc		1810	-	-	-	no	yes	no
doubl	cooc		1600	-	-	-	no	no	yes
douche	cooc		1600	-	-	-	no	yes	yes
douchen	cooc		1700	-	-	-	no	yes	no
douleur	cooc		1600	-	-	-	yes	no	no
doux	cooc		1600	-	-	-	no	yes	no
dozijn	cooc		1600	-	-	-	yes	yes	yes
dr	cooc		1600	-	-	-	yes	yes	yes
draad	cooc		1600	-	-	-	no	yes	yes
draadlooz	cooc		1901	-	-	-	no	no	yes
draadzeil	cooc		1898	-	-	-	no	yes	no
draaierigheid	cooc		1880	-	-	-	no	yes	no
draaiing	cooc		1700	-	-	-	no	no	yes
dracht	cooc		1600	-	-	-	no	yes	yes
dragen	cooc		1600	-	-	-	no	yes	yes
dragt	cooc		1600	-	-	-	no	no	yes
drall	cooc		1902	-	-	-	no	no	yes
drama	cooc		1700	-	-	-	no	yes	yes
drank	cooc		1600	-	-	-	no	yes	yes
dray	cooc		1600	-	-	-	no	yes	no
dregman	cooc		1700	-	-	-	no	no	yes
dreigen	cooc		1600	-	-	-	no	yes	yes
drenken	cooc		1700	-	-	-	no	yes	no
dresseren	cooc		1700	-	-	-	no	no	yes
drie	cooc		1600	-	-	-	yes	yes	yes
drieerlei	cooc		1810	-	-	-	no	yes	no
driehoek	cooc		1600	-	-	-	no	yes	no
drielsma	cooc		1810	-	-	-	no	no	yes
driewerf	cooc		1700	-	-	-	yes	no	no
drieërlei	cooc		1700	-	-	-	no	yes	no
drijfriem	cooc		1850	-	-	-	no	no	yes
drijven	cooc		1600	-	-	-	yes	yes	yes
dringen	cooc		1600	-	-	-	yes	yes	yes
dringend	cooc		1600	-	-	-	no	no	yes
drinken	cooc		1600	-	-	-	no	yes	yes
drinkwatervoorziening	cooc		1872	-	-	-	no	no	yes
droefheid	cooc		1600	-	-	-	no	yes	yes
drogen	cooc		1600	-	-	-	yes	no	yes
drogerij	cooc		1800	-	-	-	no	no	yes
drogist	cooc		1700	-	-	-	no	yes	yes
