word	source	synset	first appearance	1650-1700	1701-1750	1751-1800	1801-1850	1851-1900	1901-1925	smell-source	quality
affray_noun	cooc		1567	no	no	no	yes	yes	yes
affrighted_verb	cooc		1547	no	no	yes	yes	yes	yes
affront_noun	cooc		1581	no	yes	yes	yes	yes	yes
affronts_verb	cooc		1586	no	yes	yes	yes	yes	yes
afoot_noun	cooc		1640	no	no	no	no	no	yes
afore_adv	cooc		1533	no	no	no	yes	yes	yes
afore_verb	cooc		1533	no	no	no	yes	yes	yes
aforehand_noun	cooc		1634	no	no	yes	yes	yes	yes
aforesaid_adv	cooc		1565	no	yes	yes	yes	yes	yes
aforesaid_verb	cooc		1565	yes	yes	no	yes	yes	yes
afraid_adj	cooc		1524	yes	yes	yes	yes	yes	yes
african_adj	cooc		1524	no	no	no	yes	yes	yes
after_adj	cooc		1533	no	no	yes	yes	yes	yes
afternoon_noun	cooc		1524	no	no	no	yes	yes	yes
aftershave_noun	cooc		1890	no	no	no	no	yes	no	CATEGORY|cleaning|medicinal
afterwards_adv	cooc		1524	yes	yes	yes	yes	yes	yes
afton_noun	cooc		1632	no	no	yes	yes	yes	yes
again_adv	cooc		1524	yes	yes	yes	yes	yes	yes
agatha_noun	cooc		1566	no	no	no	no	yes	yes
agayne_noun	cooc		1524	no	no	yes	yes	yes	yes
