seed	co-occurence	time span	freq	total token timespan
duhati	velik	not-available	37	14484352
duhati	čudež	not-available	5	14484352
dišati	mali	not-available	12	14484352
dišati	kateri	not-available	32	14484352
dišati	poljubljati	not-available	4	14484352
dišati	steklen	not-available	6	14484352
dišati	oči	not-available	12	14484352
duh	zanj	not-available	5	14484352
duh	peklenski	not-available	34	14484352
duh	človek	not-available	65	14484352
oster	pokora	not-available	53	14484352
oster	pokorivši	not-available	5	14484352
oster	krivda	not-available	5	14484352
duh	jaz	not-available	368	14484352
duh	cerkev	not-available	16	14484352
duh	viž	not-available	10	14484352
oster	kakor	not-available	238	14484352
oster	meč	not-available	78	14484352
oster	skozi	not-available	35	14484352
oster	moj	not-available	29	14484352
vonjati	ves	not-available	13	14484352
vonjati	poln	not-available	30	14484352
vonjati	dehteč	not-available	18	14484352
duh	blag	not-available	32	14484352
duh	podoba	not-available	38	14484352
duh	ljub	not-available	8	14484352
prijeten	ti	not-available	83	14484352
prijeten	storiti	not-available	19	14484352
duhati	pripraviti	not-available	12	14484352
duhati	dati	not-available	63	14484352
dišati	ta	not-available	110	14484352
dišati	zarota	not-available	4	14484352
dišati	misel	not-available	4	14484352
duhati	dober	not-available	66	14484352
pokvarjen	srce	not-available	6	14484352
pokvarjen	do	not-available	4	14484352
oster	vroč	not-available	8	14484352
dišati	priti	not-available	11	14484352
duh	kazati	not-available	12	14484352
duh	nebesa	not-available	8	14484352
duh	že	not-available	77	14484352
duh	njen	not-available	94	14484352
oster	zabavljiv	not-available	4	14484352
oster	govorjenje	not-available	12	14484352
oster	kazina	not-available	8	14484352
prijeten	oči	not-available	21	14484352
prijeten	tak	not-available	786	14484352
prijeten	obnašanje	not-available	12	14484352
duhati	ubožnost	not-available	8	14484352
duhati	vrniti	not-available	7	14484352
duhati	ljubezen	not-available	6	14484352
duh	dober	not-available	153	14484352
duh	okus	not-available	39	14484352
dišava	pečat	not-available	4	14484352
dišava	in	not-available	229	14484352
dišava	poln	not-available	24	14484352
dišava	po	not-available	15	14484352
prijeten	pokloniti	not-available	8	14484352
prijeten	nasmehniti	not-available	11	14484352
prijeten	srce	not-available	74	14484352
aromatičen	in	not-available	4	14484352
aromatičen	trata	not-available	4	14484352
aromatičen	svoj	not-available	4	14484352
duh	nad	not-available	63	14484352
duh	priti	not-available	121	14484352
duh	nevaren	not-available	6	14484352
duh	kraj	not-available	9	14484352
prijeten	moj	not-available	35	14484352
duhati	se	not-available	290	14484352
duhati	odgovor	not-available	8	14484352
prijeten	dolina	not-available	27	14484352
prijeten	ležati	not-available	28	14484352
prijeten	med	not-available	35	14484352
zatohel	jesti	not-available	57	14484352
zatohel	zrak	not-available	10	14484352
duhati	pa	not-available	83	14484352
čuten	čemeti	not-available	4	14484352
čuten	streči	not-available	6	14484352
čuten	on	not-available	24	14484352
duh	dati	not-available	44	14484352
duh	pa	not-available	222	14484352
duh	gospod	not-available	18	14484352
duh	marsikaj	not-available	6	14484352
čuten	pred	not-available	6	14484352
čuten	na	not-available	28	14484352
prijeten	jaz	not-available	296	14484352
oster	zdravnik	not-available	6	14484352
oster	prepovedati	not-available	79	14484352
prijeten	vendar	not-available	99	14484352
prijeten	krepek	not-available	11	14484352
duh	jezusov	not-available	12	14484352
duh	tak	not-available	150	14484352
duh	prešiniti	not-available	20	14484352
oster	rama	not-available	6	14484352
oster	ter	not-available	86	14484352
oster	se	not-available	472	14484352
oster	zdaj	not-available	30	14484352
oster	marton	not-available	16	14484352
oster	še	not-available	86	14484352
oster	zadnjič	not-available	6	14484352
oster	posvariti	not-available	39	14484352
vohati	izba	not-available	4	14484352
vohati	začutiti	not-available	6	14484352
vohati	gost	not-available	8	14484352
vohati	on	not-available	37	14484352
strupen	srce	not-available	17	14484352
strupen	kakor	not-available	93	14484352
umazan	roka	not-available	40	14484352
umazan	po	not-available	60	14484352
umazan	miza	not-available	8	14484352
umazan	ter	not-available	37	14484352
duh	po	not-available	301	14484352
duhati	zdaj	not-available	9	14484352
duhati	po	not-available	113	14484352
duhati	nagib	not-available	6	14484352
oster	govor	not-available	18	14484352
dišati	glava	not-available	10	14484352
duh	razodeti	not-available	10	14484352
smrad	izhlapeti	not-available	4	14484352
smrad	zadelati	not-available	4	14484352
smrad	in	not-available	263	14484352
smrad	grozen	not-available	8	14484352
smrad	jesti	not-available	89	14484352
duh	ne	not-available	255	14484352
smrad	podoba	not-available	8	14484352
smrad	se	not-available	55	14484352
oster	zbosti	not-available	10	14484352
oster	visok	not-available	32	14484352
oster	vreči	not-available	4	14484352
oster	svoj	not-available	147	14484352
smrdeti	hlev	not-available	6	14484352
smrdeti	hoteti	not-available	4	14484352
duh	ali	not-available	160	14484352
duh	duša	not-available	53	14484352
duhati	danes	not-available	8	14484352
